Name,ID,Has Item,Mod,Class
minecraft:lever,69,true,null,net.minecraft.block.BlockLever
minecraft:stone_pressure_plate,70,true,null,net.minecraft.block.BlockPressurePlate
minecraft:iron_door,71,false,null,net.minecraft.block.BlockDoor
minecraft:wooden_pressure_plate,72,true,null,net.minecraft.block.BlockPressurePlate
minecraft:redstone_ore,73,true,null,net.minecraft.block.BlockRedstoneOre
minecraft:lit_redstone_ore,74,false,null,net.minecraft.block.BlockRedstoneOre
minecraft:unlit_redstone_torch,75,false,null,net.minecraft.block.BlockRedstoneTorch
minecraft:redstone_torch,76,true,null,net.minecraft.block.BlockRedstoneTorch
minecraft:stone_button,77,true,null,net.minecraft.block.BlockButtonStone
minecraft:snow_layer,78,true,null,net.minecraft.block.BlockSnow
minecraft:ice,79,true,null,net.minecraft.block.BlockIce
minecraft:snow,80,true,null,net.minecraft.block.BlockSnowBlock
minecraft:cactus,81,true,null,net.minecraft.block.BlockCactus
minecraft:clay,82,true,null,net.minecraft.block.BlockClay
minecraft:reeds,83,false,null,net.minecraft.block.BlockReed
minecraft:jukebox,84,true,null,net.minecraft.block.BlockJukebox
minecraft:fence,85,true,null,net.minecraft.block.BlockFence
minecraft:pumpkin,86,true,null,net.minecraft.block.BlockPumpkin
minecraft:netherrack,87,true,null,net.minecraft.block.BlockNetherrack
minecraft:soul_sand,88,true,null,net.minecraft.block.BlockSoulSand
minecraft:glowstone,89,true,null,net.minecraft.block.BlockGlowstone
minecraft:portal,90,true,null,net.minecraft.block.BlockPortal
minecraft:lit_pumpkin,91,true,null,net.minecraft.block.BlockPumpkin
minecraft:cake,92,false,null,net.minecraft.block.BlockCake
minecraft:unpowered_repeater,93,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:powered_repeater,94,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:stained_glass,95,true,null,net.minecraft.block.BlockStainedGlass
minecraft:trapdoor,96,true,null,net.minecraft.block.BlockTrapDoor
minecraft:monster_egg,97,true,null,net.minecraft.block.BlockSilverfish
minecraft:stonebrick,98,true,null,net.minecraft.block.BlockStoneBrick
minecraft:brown_mushroom_block,99,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:red_mushroom_block,100,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:iron_bars,101,true,null,net.minecraft.block.BlockPane
minecraft:glass_pane,102,true,null,net.minecraft.block.BlockPane
minecraft:melon_block,103,true,null,net.minecraft.block.BlockMelon
minecraft:pumpkin_stem,104,false,null,net.minecraft.block.BlockStem
minecraft:melon_stem,105,false,null,net.minecraft.block.BlockStem
minecraft:vine,106,true,null,net.minecraft.block.BlockVine
minecraft:fence_gate,107,true,null,net.minecraft.block.BlockFenceGate
minecraft:brick_stairs,108,true,null,net.minecraft.block.BlockStairs
minecraft:stone_brick_stairs,109,true,null,net.minecraft.block.BlockStairs
minecraft:mycelium,110,true,null,net.minecraft.block.BlockMycelium
minecraft:waterlily,111,true,null,net.minecraft.block.BlockLilyPad
minecraft:nether_brick,112,true,null,net.minecraft.block.Block
minecraft:nether_brick_fence,113,true,null,net.minecraft.block.BlockFence
minecraft:nether_brick_stairs,114,true,null,net.minecraft.block.BlockStairs
minecraft:nether_wart,115,false,null,net.minecraft.block.BlockNetherWart
minecraft:enchanting_table,116,true,null,net.minecraft.block.BlockEnchantmentTable
minecraft:brewing_stand,117,false,null,net.minecraft.block.BlockBrewingStand
minecraft:cauldron,118,false,null,net.minecraft.block.BlockCauldron
minecraft:end_portal,119,true,null,net.minecraft.block.BlockEndPortal
minecraft:end_portal_frame,120,true,null,net.minecraft.block.BlockEndPortalFrame
minecraft:end_stone,121,true,null,net.minecraft.block.Block
minecraft:dragon_egg,122,true,null,net.minecraft.block.BlockDragonEgg
minecraft:redstone_lamp,123,true,null,net.minecraft.block.BlockRedstoneLight
minecraft:lit_redstone_lamp,124,false,null,net.minecraft.block.BlockRedstoneLight
minecraft:double_wooden_slab,125,true,null,net.minecraft.block.BlockWoodSlab
minecraft:wooden_slab,126,true,null,net.minecraft.block.BlockWoodSlab
minecraft:cocoa,127,true,null,net.minecraft.block.BlockCocoa
minecraft:sandstone_stairs,128,true,null,net.minecraft.block.BlockStairs
minecraft:emerald_ore,129,true,null,net.minecraft.block.BlockOre
minecraft:ender_chest,130,true,null,net.minecraft.block.BlockEnderChest
minecraft:tripwire_hook,131,true,null,net.minecraft.block.BlockTripWireHook
minecraft:tripwire,132,false,null,net.minecraft.block.BlockTripWire
minecraft:emerald_block,133,true,null,net.minecraft.block.BlockCompressed
minecraft:spruce_stairs,134,true,null,net.minecraft.block.BlockStairs
minecraft:birch_stairs,135,true,null,net.minecraft.block.BlockStairs
minecraft:jungle_stairs,136,true,null,net.minecraft.block.BlockStairs
minecraft:command_block,137,true,null,net.minecraft.block.BlockCommandBlock
minecraft:beacon,138,true,null,net.minecraft.block.BlockBeacon
minecraft:cobblestone_wall,139,true,null,net.minecraft.block.BlockWall
minecraft:flower_pot,140,false,null,net.minecraft.block.BlockFlowerPot
minecraft:carrots,141,true,null,net.minecraft.block.BlockCarrot
minecraft:potatoes,142,true,null,net.minecraft.block.BlockPotato
minecraft:wooden_button,143,true,null,net.minecraft.block.BlockButtonWood
minecraft:skull,144,false,null,net.minecraft.block.BlockSkull
minecraft:anvil,145,true,null,net.minecraft.block.BlockAnvil
minecraft:trapped_chest,146,true,null,net.minecraft.block.BlockChest
minecraft:light_weighted_pressure_plate,147,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:heavy_weighted_pressure_plate,148,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:unpowered_comparator,149,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:powered_comparator,150,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:daylight_detector,151,true,null,net.minecraft.block.BlockDaylightDetector
minecraft:redstone_block,152,true,null,net.minecraft.block.BlockCompressedPowered
minecraft:quartz_ore,153,true,null,net.minecraft.block.BlockOre
minecraft:hopper,154,true,null,net.minecraft.block.BlockHopper
minecraft:quartz_block,155,true,null,net.minecraft.block.BlockQuartz
minecraft:quartz_stairs,156,true,null,net.minecraft.block.BlockStairs
minecraft:activator_rail,157,true,null,net.minecraft.block.BlockRailPowered
minecraft:dropper,158,true,null,net.minecraft.block.BlockDropper
minecraft:stained_hardened_clay,159,true,null,net.minecraft.block.BlockColored
minecraft:stained_glass_pane,160,true,null,net.minecraft.block.BlockStainedGlassPane
minecraft:leaves2,161,true,null,net.minecraft.block.BlockNewLeaf
minecraft:log2,162,true,null,net.minecraft.block.BlockNewLog
minecraft:acacia_stairs,163,true,null,net.minecraft.block.BlockStairs
minecraft:dark_oak_stairs,164,true,null,net.minecraft.block.BlockStairs
appliedenergistics2:tile.OreQuartz,165,true,null,appeng.block.solids.OreQuartz
appliedenergistics2:tile.OreQuartzCharged,166,true,null,appeng.block.solids.OreQuartzCharged
appliedenergistics2:tile.BlockMatrixFrame,167,true,null,appeng.block.spatial.BlockMatrixFrame
appliedenergistics2:tile.BlockQuartz,168,true,null,appeng.block.solids.BlockQuartz
appliedenergistics2:tile.BlockQuartzPillar,169,true,null,appeng.block.solids.BlockQuartzPillar
minecraft:hay_block,170,true,null,net.minecraft.block.BlockHay
minecraft:carpet,171,true,null,net.minecraft.block.BlockCarpet
minecraft:hardened_clay,172,true,null,net.minecraft.block.BlockHardenedClay
minecraft:coal_block,173,true,null,net.minecraft.block.Block
minecraft:packed_ice,174,true,null,net.minecraft.block.BlockPackedIce
minecraft:double_plant,175,true,null,net.minecraft.block.BlockDoublePlant
appliedenergistics2:tile.BlockQuartzChiseled,176,true,null,appeng.block.solids.BlockQuartzChiseled
appliedenergistics2:tile.BlockQuartzGlass,177,true,null,appeng.block.solids.BlockQuartzGlass
appliedenergistics2:tile.BlockQuartzLamp,178,true,null,appeng.block.solids.BlockQuartzLamp
appliedenergistics2:tile.BlockQuartzTorch,179,true,null,appeng.block.misc.BlockQuartzTorch
appliedenergistics2:tile.BlockFluix,180,true,null,appeng.block.solids.BlockFluix
appliedenergistics2:tile.BlockSkyStone,181,true,null,appeng.block.solids.BlockSkyStone
appliedenergistics2:tile.BlockSkyChest,182,true,null,appeng.block.storage.BlockSkyChest
appliedenergistics2:tile.BlockSkyCompass,183,true,null,appeng.block.misc.BlockSkyCompass
appliedenergistics2:tile.BlockGrinder,184,true,null,appeng.block.grindstone.BlockGrinder
appliedenergistics2:tile.BlockCrank,185,true,null,appeng.block.grindstone.BlockCrank
appliedenergistics2:tile.BlockInscriber,186,true,null,appeng.block.misc.BlockInscriber
appliedenergistics2:tile.BlockWireless,187,true,null,appeng.block.networking.BlockWireless
appliedenergistics2:tile.BlockCharger,188,true,null,appeng.block.misc.BlockCharger
appliedenergistics2:tile.BlockTinyTNT,189,true,null,appeng.block.misc.BlockTinyTNT
appliedenergistics2:tile.BlockSecurity,190,true,null,appeng.block.misc.BlockSecurity
appliedenergistics2:tile.BlockQuantumRing,191,true,null,appeng.block.qnb.BlockQuantumRing
appliedenergistics2:tile.BlockQuantumLinkChamber,192,true,null,appeng.block.qnb.BlockQuantumLinkChamber
appliedenergistics2:tile.BlockSpatialPylon,193,true,null,appeng.block.spatial.BlockSpatialPylon
appliedenergistics2:tile.BlockSpatialIOPort,194,true,null,appeng.block.spatial.BlockSpatialIOPort
appliedenergistics2:tile.BlockCableBus,195,true,null,appeng.block.networking.BlockCableBus
appliedenergistics2:tile.BlockController,196,true,null,appeng.block.networking.BlockController
appliedenergistics2:tile.BlockDrive,197,true,null,appeng.block.storage.BlockDrive
appliedenergistics2:tile.BlockChest,198,true,null,appeng.block.storage.BlockChest
appliedenergistics2:tile.BlockInterface,199,true,null,appeng.block.misc.BlockInterface
appliedenergistics2:tile.BlockCellWorkbench,200,true,null,appeng.block.misc.BlockCellWorkbench
appliedenergistics2:tile.BlockIOPort,201,true,null,appeng.block.storage.BlockIOPort
appliedenergistics2:tile.BlockCondenser,202,true,null,appeng.block.misc.BlockCondenser
appliedenergistics2:tile.BlockEnergyAcceptor,203,true,null,appeng.block.networking.BlockEnergyAcceptor
appliedenergistics2:tile.BlockVibrationChamber,204,true,null,appeng.block.misc.BlockVibrationChamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator,205,true,null,appeng.block.misc.BlockQuartzGrowthAccelerator
appliedenergistics2:tile.BlockEnergyCell,206,true,null,appeng.block.networking.BlockEnergyCell
appliedenergistics2:tile.BlockDenseEnergyCell,207,true,null,appeng.block.networking.BlockDenseEnergyCell
appliedenergistics2:tile.BlockCreativeEnergyCell,208,true,null,appeng.block.networking.BlockCreativeEnergyCell
appliedenergistics2:tile.BlockCraftingUnit,209,true,null,appeng.block.crafting.BlockCraftingUnit
appliedenergistics2:tile.BlockCraftingStorage,210,true,null,appeng.block.crafting.BlockCraftingStorage
appliedenergistics2:tile.BlockCraftingMonitor,211,true,null,appeng.block.crafting.BlockCraftingMonitor
appliedenergistics2:tile.BlockMolecularAssembler,212,true,null,appeng.block.crafting.BlockMolecularAssembler
appliedenergistics2:tile.BlockLightDetector,213,true,null,appeng.block.misc.BlockLightDetector
appliedenergistics2:tile.BlockPaint,214,true,null,appeng.block.misc.BlockPaint
appliedenergistics2:tile.SkyStoneStairBlock,215,true,null,appeng.block.stair.SkyStoneStairBlock
appliedenergistics2:tile.SkyStoneBlockStairBlock,216,true,null,appeng.block.stair.SkyStoneBlockStairBlock
appliedenergistics2:tile.SkyStoneBrickStairBlock,217,true,null,appeng.block.stair.SkyStoneBrickStairBlock
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock,218,true,null,appeng.block.stair.SkyStoneSmallBrickStairBlock
appliedenergistics2:tile.FluixStairBlock,219,true,null,appeng.block.stair.FluixStairBlock
appliedenergistics2:tile.QuartzStairBlock,220,true,null,appeng.block.stair.QuartzStairBlock
appliedenergistics2:tile.ChiseledQuartzStairBlock,221,true,null,appeng.block.stair.ChiseledQuartzStairBlock
appliedenergistics2:tile.QuartzPillarStairBlock,222,true,null,appeng.block.stair.QuartzPillarStairBlock
Thaumcraft:blockFluxGoo,223,true,null,thaumcraft.common.blocks.BlockFluxGoo
Thaumcraft:blockFluxGas,224,true,null,thaumcraft.common.blocks.BlockFluxGas
Thaumcraft:blockFluidPure,225,true,null,thaumcraft.common.blocks.BlockFluidPure
Thaumcraft:blockFluidDeath,226,true,null,thaumcraft.common.blocks.BlockFluidDeath
Thaumcraft:blockCustomOre,227,true,null,thaumcraft.common.blocks.BlockCustomOre
Thaumcraft:blockMagicalLog,228,true,null,thaumcraft.common.blocks.BlockMagicalLog
Thaumcraft:blockMagicalLeaves,229,true,null,thaumcraft.common.blocks.BlockMagicalLeaves
Thaumcraft:blockCustomPlant,230,true,null,thaumcraft.common.blocks.BlockCustomPlant
Thaumcraft:blockTaint,231,true,null,thaumcraft.common.blocks.BlockTaint
Thaumcraft:blockTaintFibres,232,true,null,thaumcraft.common.blocks.BlockTaintFibres
Thaumcraft:blockCosmeticOpaque,233,true,null,thaumcraft.common.blocks.BlockCosmeticOpaque
Thaumcraft:blockCosmeticSolid,234,true,null,thaumcraft.common.blocks.BlockCosmeticSolid
Thaumcraft:blockCrystal,235,true,null,thaumcraft.common.blocks.BlockCrystal
Thaumcraft:blockTube,236,true,null,thaumcraft.common.blocks.BlockTube
Thaumcraft:blockMetalDevice,237,true,null,thaumcraft.common.blocks.BlockMetalDevice
Thaumcraft:blockWoodenDevice,238,true,null,thaumcraft.common.blocks.BlockWoodenDevice
Thaumcraft:blockStoneDevice,239,true,null,thaumcraft.common.blocks.BlockStoneDevice
Thaumcraft:blockMirror,240,true,null,thaumcraft.common.blocks.BlockMirror
Thaumcraft:blockTable,241,true,null,thaumcraft.common.blocks.BlockTable
Thaumcraft:blockChestHungry,242,true,null,thaumcraft.common.blocks.BlockChestHungry
Thaumcraft:blockArcaneDoor,243,true,null,thaumcraft.common.blocks.BlockArcaneDoor
Thaumcraft:blockLifter,244,true,null,thaumcraft.common.blocks.BlockLifter
Thaumcraft:blockMagicBox,245,true,null,thaumcraft.common.blocks.BlockMagicBox
Thaumcraft:blockAlchemyFurnace,246,true,null,thaumcraft.common.blocks.BlockAlchemyFurnace
Thaumcraft:blockJar,247,true,null,thaumcraft.common.blocks.BlockJar
Thaumcraft:blockCandle,248,true,null,thaumcraft.common.blocks.BlockCandle
Thaumcraft:blockEldritch,249,true,null,thaumcraft.common.blocks.BlockEldritch
Thaumcraft:blockAiry,250,true,null,thaumcraft.common.blocks.BlockAiry
Thaumcraft:blockManaPod,251,true,null,thaumcraft.common.blocks.BlockManaPod
Thaumcraft:blockArcaneFurnace,252,true,null,thaumcraft.common.blocks.BlockArcaneFurnace
Thaumcraft:blockWarded,253,true,null,thaumcraft.common.blocks.BlockWarded
Thaumcraft:blockHole,254,true,null,thaumcraft.common.blocks.BlockHole
Thaumcraft:blockPortalEldritch,255,true,null,thaumcraft.common.blocks.BlockEldritchPortal
Thaumcraft:blockEssentiaReservoir,409,true,null,thaumcraft.common.blocks.BlockEssentiaReservoir
Thaumcraft:blockEldritchNothing,410,true,null,thaumcraft.common.blocks.BlockEldritchNothing
Thaumcraft:blockStairsArcaneStone,411,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockStairsGreatwood,412,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockStairsSilverwood,413,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockStairsEldritch,414,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockCosmeticSlabWood,415,true,null,thaumcraft.common.blocks.BlockCosmeticWoodSlab
Thaumcraft:blockCosmeticSlabStone,416,true,null,thaumcraft.common.blocks.BlockCosmeticStoneSlab
Thaumcraft:blockCosmeticDoubleSlabWood,423,true,null,thaumcraft.common.blocks.BlockCosmeticWoodSlab
Thaumcraft:blockCosmeticDoubleSlabStone,424,true,null,thaumcraft.common.blocks.BlockCosmeticStoneSlab
Thaumcraft:blockLootUrn,425,true,null,thaumcraft.common.blocks.BlockLoot
Thaumcraft:blockLootCrate,426,true,null,thaumcraft.common.blocks.BlockLoot
IC2:blockOreCopper,427,true,null,ic2.core.block.BlockMetaData
IC2:blockOreTin,428,true,null,ic2.core.block.BlockMetaData
IC2:blockOreUran,429,true,null,ic2.core.block.BlockMetaData
IC2:blockOreLead,430,true,null,ic2.core.block.BlockMetaData
IC2:blockRubWood,431,true,null,ic2.core.block.BlockRubWood
IC2:blockRubLeaves,432,true,null,ic2.core.block.BlockRubLeaves
IC2:blockRubSapling,433,true,null,ic2.core.block.BlockRubSapling
IC2:blockHarz,434,true,null,ic2.core.block.BlockResin
IC2:blockRubber,435,true,null,ic2.core.block.BlockRubberSheet
IC2:blockFenceIron,436,true,null,ic2.core.block.BlockPoleFence
IC2:blockAlloy,437,true,null,ic2.core.block.BlockMetaData
IC2:blockBasalt,438,true,null,ic2.core.block.BlockMetaData
IC2:blockAlloyGlass,439,true,null,ic2.core.block.BlockTexGlass
IC2:blockDoorAlloy,440,true,null,ic2.core.block.BlockIC2Door
IC2:blockReinforcedFoam,441,true,null,ic2.core.block.BlockReinforcedFoam
IC2:blockFoam,442,true,null,ic2.core.block.BlockFoam
IC2:blockWall,443,true,null,ic2.core.block.BlockWall
IC2:blockScaffold,444,true,null,ic2.core.block.BlockScaffold
IC2:blockIronScaffold,445,true,null,ic2.core.block.BlockScaffold
IC2:blockMetal,446,true,null,ic2.core.block.BlockMetal
IC2:blockCable,447,true,null,ic2.core.block.wiring.BlockCable
IC2:blockKineticGenerator,448,true,null,ic2.core.block.kineticgenerator.block.BlockKineticGenerator
IC2:blockHeatGenerator,449,true,null,ic2.core.block.heatgenerator.block.BlockHeatGenerator
IC2:blockGenerator,450,true,null,ic2.core.block.generator.block.BlockGenerator
IC2:blockReactorChamber,451,true,null,ic2.core.block.reactor.block.BlockReactorChamber
IC2:blockReactorFluidPort,452,true,null,ic2.core.block.reactor.block.BlockReactorFluidPort
IC2:blockReactorAccessHatch,453,true,null,ic2.core.block.reactor.block.BlockReactorAccessHatch
IC2:blockReactorRedstonePort,454,true,null,ic2.core.block.reactor.block.BlockReactorRedstonePort
IC2:blockreactorvessel,455,true,null,ic2.core.block.reactor.block.BlockReactorVessel
IC2:blockElectric,456,true,null,ic2.core.block.wiring.BlockElectric
IC2:blockChargepad,457,true,null,ic2.core.block.wiring.BlockChargepad
IC2:blockMachine,458,true,null,ic2.core.block.machine.BlockMachine
IC2:blockMachine2,459,true,null,ic2.core.block.machine.BlockMachine2
IC2:blockMachine3,460,true,null,ic2.core.block.machine.BlockMachine3
IC2:blockLuminatorDark,461,true,null,ic2.core.block.wiring.BlockLuminator
IC2:blockLuminator,462,true,null,ic2.core.block.wiring.BlockLuminator
IC2:blockMiningPipe,463,true,null,ic2.core.block.machine.BlockMiningPipe
IC2:blockMiningTip,464,true,null,ic2.core.block.machine.BlockMiningTip
IC2:blockPersonal,465,true,null,ic2.core.block.personal.BlockPersonal
IC2:blockITNT,466,true,null,ic2.core.block.BlockITNT
IC2:blockNuke,467,true,null,ic2.core.block.BlockITNT
IC2:blockDynamite,468,true,null,ic2.core.block.BlockDynamite
IC2:blockDynamiteRemote,469,true,null,ic2.core.block.BlockDynamite
IC2:blockCrop,470,true,null,ic2.core.crop.BlockCrop
IC2:blockBarrel,471,true,null,ic2.core.block.BlockBarrel
IC2:fluidUuMatter,472,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidConstructionFoam,473,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidCoolant,474,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidHotCoolant,475,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidPahoehoeLava,476,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidBiomass,477,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidBiogas,478,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidDistilledWater,479,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidSuperheatedSteam,480,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidSteam,481,true,null,ic2.core.block.BlockIC2Fluid
BuildCraft|Core:eternalSpring,482,true,null,buildcraft.core.BlockSpring
BuildCraft|Builders:buildToolBlock,483,true,null,buildcraft.builders.BlockBuildTool
BuildCraft|Builders:markerBlock,484,true,null,buildcraft.builders.BlockMarker
BuildCraft|Builders:pathMarkerBlock,485,true,null,buildcraft.builders.BlockPathMarker
BuildCraft|Builders:constructionMarkerBlock,486,true,null,buildcraft.builders.BlockConstructionMarker
BuildCraft|Builders:fillerBlock,487,true,null,buildcraft.builders.BlockFiller
BuildCraft|Builders:builderBlock,488,true,null,buildcraft.builders.BlockBuilder
BuildCraft|Builders:architectBlock,489,true,null,buildcraft.builders.BlockArchitect
BuildCraft|Builders:libraryBlock,490,true,null,buildcraft.builders.BlockBlueprintLibrary
BuildCraft|Energy:engineBlock,491,true,null,buildcraft.energy.BlockEngine
BuildCraft|Energy:blockOil,492,true,null,buildcraft.energy.BlockBuildcraftFluid
BuildCraft|Energy:blockFuel,493,true,null,buildcraft.energy.BlockBuildcraftFluid
BuildCraft|Energy:blockRedPlasma,494,true,null,buildcraft.energy.BlockBuildcraftFluid
BuildCraft|Factory:miningWellBlock,495,true,null,buildcraft.factory.BlockMiningWell
BuildCraft|Factory:plainPipeBlock,496,true,null,buildcraft.factory.BlockPlainPipe
BuildCraft|Factory:autoWorkbenchBlock,497,true,null,buildcraft.factory.BlockAutoWorkbench
BuildCraft|Factory:frameBlock,498,true,null,buildcraft.factory.BlockFrame
BuildCraft|Factory:machineBlock,499,true,null,buildcraft.factory.BlockQuarry
BuildCraft|Factory:tankBlock,500,true,null,buildcraft.factory.BlockTank
BuildCraft|Factory:pumpBlock,501,true,null,buildcraft.factory.BlockPump
BuildCraft|Factory:floodGateBlock,502,true,null,buildcraft.factory.BlockFloodGate
BuildCraft|Factory:refineryBlock,503,true,null,buildcraft.factory.BlockRefinery
BuildCraft|Factory:blockHopper,504,true,null,buildcraft.factory.BlockHopper
Forestry:core,505,true,null,forestry.core.gadgets.BlockBase
Forestry:soil,506,true,null,forestry.core.gadgets.BlockSoil
Forestry:resources,507,true,null,forestry.core.gadgets.BlockResource
Forestry:resourceStorage,508,true,null,forestry.core.gadgets.BlockResourceStorageBlock
Forestry:stained,509,true,null,forestry.core.gadgets.BlockStainedGlass
Forestry:fluid.bioethanol,510,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.biomass,511,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.glass,512,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.honey,513,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.ice,514,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.juice,515,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.milk,516,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.seedoil,517,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.short.mead,518,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:apiculture,519,true,null,forestry.core.gadgets.BlockBase
